Text,Text Number,License,Text By,Translation By,Language,File Name,Source,ISO639-3,Script,Parallel ID,Story Category
She is stretching.,3,CC-BY,Nina Orange,,en,0008_what-are-you-doing.md,global-asp/asp-source,eng,Latn,asp_0008,asp
He is calling.,4,CC-BY,Nina Orange,,en,0008_what-are-you-doing.md,global-asp/asp-source,eng,Latn,asp_0008,asp
I am answering.,5,CC-BY,Nina Orange,,en,0008_what-are-you-doing.md,global-asp/asp-source,eng,Latn,asp_0008,asp
She is listening.,6,CC-BY,Nina Orange,,en,0008_what-are-you-doing.md,global-asp/asp-source,eng,Latn,asp_0008,asp
What are you doing?,7,CC-BY,Nina Orange,,en,0008_what-are-you-doing.md,global-asp/asp-source,eng,Latn,asp_0008,asp
Carlos rides a scooter. He rides fast.,0,CC BY-NC-SA,Espen Stranger-Johannessen,,en,0009_accident.md,global-asp/lida-source,eng,Latn,lida_0009,lida
There is water on the road. The road is slippery.,1,CC BY-NC-SA,Espen Stranger-Johannessen,,en,0009_accident.md,global-asp/lida-source,eng,Latn,lida_0009,lida
He loses control of the scooter and falls off.,2,CC BY-NC-SA,Espen Stranger-Johannessen,,en,0009_accident.md,global-asp/lida-source,eng,Latn,lida_0009,lida
Carlos is badly hurt.,3,CC BY-NC-SA,Espen Stranger-Johannessen,,en,0009_accident.md,global-asp/lida-source,eng,Latn,lida_0009,lida
"A woman calls for an ambulance. ""There has been an accident. Come quickly!""",4,CC BY-NC-SA,Espen Stranger-Johannessen,,en,0009_accident.md,global-asp/lida-source,eng,Latn,lida_0009,lida
The ambulance comes very quickly.,5,CC BY-NC-SA,Espen Stranger-Johannessen,,en,0009_accident.md,global-asp/lida-source,eng,Latn,lida_0009,lida
Two men put Carlos on a stretcher.,6,CC BY-NC-SA,Espen Stranger-Johannessen,,en,0009_accident.md,global-asp/lida-source,eng,Latn,lida_0009,lida
They lift Carlos into the ambulance.,7,CC BY-NC-SA,Espen Stranger-Johannessen,,en,0009_accident.md,global-asp/lida-source,eng,Latn,lida_0009,lida
The ambulance drives to the hospital.,8,CC BY-NC-SA,Espen Stranger-Johannessen,,en,0009_accident.md,global-asp/lida-source,eng,Latn,lida_0009,lida
A nurse takes Carlos into the hospital.,9,CC BY-NC-SA,Espen Stranger-Johannessen,,en,0009_accident.md,global-asp/lida-source,eng,Latn,lida_0009,lida
She treats him.,10,CC BY-NC-SA,Espen Stranger-Johannessen,,en,0009_accident.md,global-asp/lida-source,eng,Latn,lida_0009,lida
"Carlos's leg hurts a lot, and he is worried.",11,CC BY-NC-SA,Espen Stranger-Johannessen,,en,0009_accident.md,global-asp/lida-source,eng,Latn,lida_0009,lida
Two doctors operate on his leg.,12,CC BY-NC-SA,Espen Stranger-Johannessen,,en,0009_accident.md,global-asp/lida-source,eng,Latn,lida_0009,lida
His parents visit him. They ask him how the accident happened.,13,CC BY-NC-SA,Espen Stranger-Johannessen,,en,0009_accident.md,global-asp/lida-source,eng,Latn,lida_0009,lida
They drive him home. Carlos is using crutches.,14,CC BY-NC-SA,Espen Stranger-Johannessen,,en,0009_accident.md,global-asp/lida-source,eng,Latn,lida_0009,lida
"Susheela lives in Tamil Nadu.

She learnt to draw kolams from her mother.",0,CC-BY,Sridala Swami,,en,0009_susheela-s-kolams.md,global-asp/pb-source,eng,Latn,pb_0009,pb
"Every Pongal, she was allowed to make one kolam all by herself.",1,CC-BY,Sridala Swami,,en,0009_susheela-s-kolams.md,global-asp/pb-source,eng,Latn,pb_0009,pb
"Susheela loved to make kolams!

She drew them on floors and steps and walls...",2,CC-BY,Sridala Swami,,en,0009_susheela-s-kolams.md,global-asp/pb-source,eng,Latn,pb_0009,pb
... on trains and on the sides of tall buildings...,3,CC-BY,Sridala Swami,,en,0009_susheela-s-kolams.md,global-asp/pb-source,eng,Latn,pb_0009,pb
"... even on kites that skipped in the sky.

Everyone admired Susheela's kolams!",4,CC-BY,Sridala Swami,,en,0009_susheela-s-kolams.md,global-asp/pb-source,eng,Latn,pb_0009,pb
"One day, the Air Force asked her to help them make a kolam!

Susheela told the pilots how to dip, dive and turn their planes...",5,CC-BY,Sridala Swami,,en,0009_susheela-s-kolams.md,global-asp/pb-source,eng,Latn,pb_0009,pb
"... and in minutes there was a big, beautiful and colourful kolam in the sky, that everyone in the city could see!",6,CC-BY,Sridala Swami,,en,0009_susheela-s-kolams.md,global-asp/pb-source,eng,Latn,pb_0009,pb
"That night, Susheela stood on her terrace and looked up at the sky. She saw the stars twinkling down at her.

Where do you think Susheela will make her next kolam?",7,CC-BY,Sridala Swami,,en,0009_susheela-s-kolams.md,global-asp/pb-source,eng,Latn,pb_0009,pb
"Know more about Kolams...

Kolams are beautiful patterns made freehand or by joining dots. People decorate the outside of their homes with kolams to welcome a new day. They are also thought to bring good luck. Traditionally, the powder used to make kolams is made out of rice flour.

Kolams are also known as Moggu, Rangoli, Chowkpurna, Alpana and Hase Chittara. What do you call a kolam in your part of the country?",8,CC-BY,Sridala Swami,,en,0009_susheela-s-kolams.md,global-asp/pb-source,eng,Latn,pb_0009,pb
Where is my cat?,0,CC-BY-NC,"Clare Verbeek, Thembani Dladla, Zanele Buthelezi",,en,0009_where-is-my-cat.md,global-asp/asp-source,eng,Latn,asp_0009,asp
Is it under the bed?,1,CC-BY-NC,"Clare Verbeek, Thembani Dladla, Zanele Buthelezi",,en,0009_where-is-my-cat.md,global-asp/asp-source,eng,Latn,asp_0009,asp
Is it on top of the cupboard?,2,CC-BY-NC,"Clare Verbeek, Thembani Dladla, Zanele Buthelezi",,en,0009_where-is-my-cat.md,global-asp/asp-source,eng,Latn,asp_0009,asp
Is it behind the couch?,3,CC-BY-NC,"Clare Verbeek, Thembani Dladla, Zanele Buthelezi",,en,0009_where-is-my-cat.md,global-asp/asp-source,eng,Latn,asp_0009,asp
Is it next to the bin?,4,CC-BY-NC,"Clare Verbeek, Thembani Dladla, Zanele Buthelezi",,en,0009_where-is-my-cat.md,global-asp/asp-source,eng,Latn,asp_0009,asp
Is it inside the basket?,5,CC-BY-NC,"Clare Verbeek, Thembani Dladla, Zanele Buthelezi",,en,0009_where-is-my-cat.md,global-asp/asp-source,eng,Latn,asp_0009,asp
Is it outside the house?,6,CC-BY-NC,"Clare Verbeek, Thembani Dladla, Zanele Buthelezi",,en,0009_where-is-my-cat.md,global-asp/asp-source,eng,Latn,asp_0009,asp
Here it is!,7,CC-BY-NC,"Clare Verbeek, Thembani Dladla, Zanele Buthelezi",,en,0009_where-is-my-cat.md,global-asp/asp-source,eng,Latn,asp_0009,asp
He washes his hands.,0,CC BY-NC-SA,Espen Stranger-Johannessen,,en,0010_clean-and-ready.md,global-asp/lida-source,eng,Latn,lida_0010,lida
He washes his face.,1,CC BY-NC-SA,Espen Stranger-Johannessen,,en,0010_clean-and-ready.md,global-asp/lida-source,eng,Latn,lida_0010,lida
He brushes his teeth.,2,CC BY-NC-SA,Espen Stranger-Johannessen,,en,0010_clean-and-ready.md,global-asp/lida-source,eng,Latn,lida_0010,lida
He shaves.,3,CC BY-NC-SA,Espen Stranger-Johannessen,,en,0010_clean-and-ready.md,global-asp/lida-source,eng,Latn,lida_0010,lida
He showers.,4,CC BY-NC-SA,Espen Stranger-Johannessen,,en,0010_clean-and-ready.md,global-asp/lida-source,eng,Latn,lida_0010,lida
He washes his hair.,5,CC BY-NC-SA,Espen Stranger-Johannessen,,en,0010_clean-and-ready.md,global-asp/lida-source,eng,Latn,lida_0010,lida
He dries himself.,6,CC BY-NC-SA,Espen Stranger-Johannessen,,en,0010_clean-and-ready.md,global-asp/lida-source,eng,Latn,lida_0010,lida
He combs his hair.,7,CC BY-NC-SA,Espen Stranger-Johannessen,,en,0010_clean-and-ready.md,global-asp/lida-source,eng,Latn,lida_0010,lida
He cuts his fingernails.,8,CC BY-NC-SA,Espen Stranger-Johannessen,,en,0010_clean-and-ready.md,global-asp/lida-source,eng,Latn,lida_0010,lida
Pehelwaan ji!,0,CC-BY,Sanjiv Jaiswal 'Sanjay',Manisha Chaudhry,en,0010_pehelwaan-ji.md,global-asp/pb-source,eng,Latn,pb_0010,pb
He drinks ten litres of milk everyday.,1,CC-BY,Sanjiv Jaiswal 'Sanjay',Manisha Chaudhry,en,0010_pehelwaan-ji.md,global-asp/pb-source,eng,Latn,pb_0010,pb
He eats fifty rotis.,2,CC-BY,Sanjiv Jaiswal 'Sanjay',Manisha Chaudhry,en,0010_pehelwaan-ji.md,global-asp/pb-source,eng,Latn,pb_0010,pb
He lifts weights of a hundred kilos.,3,CC-BY,Sanjiv Jaiswal 'Sanjay',Manisha Chaudhry,en,0010_pehelwaan-ji.md,global-asp/pb-source,eng,Latn,pb_0010,pb
He walks with a swagger.,4,CC-BY,Sanjiv Jaiswal 'Sanjay',Manisha Chaudhry,en,0010_pehelwaan-ji.md,global-asp/pb-source,eng,Latn,pb_0010,pb
He orders all the children about.,5,CC-BY,Sanjiv Jaiswal 'Sanjay',Manisha Chaudhry,en,0010_pehelwaan-ji.md,global-asp/pb-source,eng,Latn,pb_0010,pb
"One day, Gappu said, “Will you wrestle with me?”",6,CC-BY,Sanjiv Jaiswal 'Sanjay',Manisha Chaudhry,en,0010_pehelwaan-ji.md,global-asp/pb-source,eng,Latn,pb_0010,pb
Pehelwaan ji laughed. And then agreed.,7,CC-BY,Sanjiv Jaiswal 'Sanjay',Manisha Chaudhry,en,0010_pehelwaan-ji.md,global-asp/pb-source,eng,Latn,pb_0010,pb
Both of them slapped their thighs!,8,CC-BY,Sanjiv Jaiswal 'Sanjay',Manisha Chaudhry,en,0010_pehelwaan-ji.md,global-asp/pb-source,eng,Latn,pb_0010,pb
Pehelwaan ji caught hold of Gappu.,9,CC-BY,Sanjiv Jaiswal 'Sanjay',Manisha Chaudhry,en,0010_pehelwaan-ji.md,global-asp/pb-source,eng,Latn,pb_0010,pb
Gappu tickled him in the stomach.,10,CC-BY,Sanjiv Jaiswal 'Sanjay',Manisha Chaudhry,en,0010_pehelwaan-ji.md,global-asp/pb-source,eng,Latn,pb_0010,pb
Hee...Heee...Heeee... Pehelwaan ji jumped!,11,CC-BY,Sanjiv Jaiswal 'Sanjay',Manisha Chaudhry,en,0010_pehelwaan-ji.md,global-asp/pb-source,eng,Latn,pb_0010,pb
"As Gappu tickled him, Pehelwaan ji began to dance.",12,CC-BY,Sanjiv Jaiswal 'Sanjay',Manisha Chaudhry,en,0010_pehelwaan-ji.md,global-asp/pb-source,eng,Latn,pb_0010,pb
"Ha...Ha...Hee...Hee...Hoo...Hoo...

Pehelwaan ji rolled about helplessly. And he ran away.",13,CC-BY,Sanjiv Jaiswal 'Sanjay',Manisha Chaudhry,en,0010_pehelwaan-ji.md,global-asp/pb-source,eng,Latn,pb_0010,pb
The kids are not scared of him any more. He is scared of them.,14,CC-BY,Sanjiv Jaiswal 'Sanjay',Manisha Chaudhry,en,0010_pehelwaan-ji.md,global-asp/pb-source,eng,Latn,pb_0010,pb
"This is the giraffe. It has a very
long neck. It eats leaves from
tall trees. What colour is the
giraffe?",0,CC-BY,Wendy Parry,,en,0010_the-animals-of-uganda.md,global-asp/asp-source,eng,Latn,asp_0010,asp
"This is the elephant. The males have white
tusks. They have large ears. Elephants have
long trunks that they use to pick leaves off the
tall trees. Elephants eat grasses and leaves.
What colour is the elephant?",1,CC-BY,Wendy Parry,,en,0010_the-animals-of-uganda.md,global-asp/asp-source,eng,Latn,asp_0010,asp
"This is the crocodile. It lives in
the rivers and lakes. It has a
long tail. It can open its wide
mouth to eat fish and other
animals. What colour is the
crocodile?",2,CC-BY,Wendy Parry,,en,0010_the-animals-of-uganda.md,global-asp/asp-source,eng,Latn,asp_0010,asp
"This is the lion. He has big teeth
which he uses to catch his food.
The male lions have a
mane.Where is the mane on
this lion?",3,CC-BY,Wendy Parry,,en,0010_the-animals-of-uganda.md,global-asp/asp-source,eng,Latn,asp_0010,asp
"This is the crested crane. It is
the symbol of Uganda. It has
long legs and a crown. What
colour is the crested crane?",4,CC-BY,Wendy Parry,,en,0010_the-animals-of-uganda.md,global-asp/asp-source,eng,Latn,asp_0010,asp
"This is the water buffalo. It eats grasses and
lives near rivers and lakes. What are the things
on the top of its head called?",5,CC-BY,Wendy Parry,,en,0010_the-animals-of-uganda.md,global-asp/asp-source,eng,Latn,asp_0010,asp
"These animals are called
zebras. They have black and
white strips. What other
animals look like a zebra?",6,CC-BY,Wendy Parry,,en,0010_the-animals-of-uganda.md,global-asp/asp-source,eng,Latn,asp_0010,asp
"Here are two different animals. Here is a
mother warthog with her babies. Warthogs
have tusks too. Which animal looks like the
warthog? The other animal is the cob. It eats
grasses. What colour is the cob?",7,CC-BY,Wendy Parry,,en,0010_the-animals-of-uganda.md,global-asp/asp-source,eng,Latn,asp_0010,asp
"What are these two animal friends? Where do
they live? Which one would you eat?",8,CC-BY,Wendy Parry,,en,0010_the-animals-of-uganda.md,global-asp/asp-source,eng,Latn,asp_0010,asp
"There was a man called
Nsangabisibe.",0,CC-BY,Frista Nattabira,,en,0011_father-and-son.md,global-asp/asp-source,eng,Latn,asp_0011,asp
"This man had a son. The son's
name was Mudduawulira.",1,CC-BY,Frista Nattabira,,en,0011_father-and-son.md,global-asp/asp-source,eng,Latn,asp_0011,asp
"One day the man said to his
son, ""Let's go for a walk.""",2,CC-BY,Frista Nattabira,,en,0011_father-and-son.md,global-asp/asp-source,eng,Latn,asp_0011,asp
"On the way, they saw a very
nice suitcase. It was packed full.",3,CC-BY,Frista Nattabira,,en,0011_father-and-son.md,global-asp/asp-source,eng,Latn,asp_0011,asp
"The man got very excited. He
said to Mudduawulira, ""Pick it
up and we will take it home.""",4,CC-BY,Frista Nattabira,,en,0011_father-and-son.md,global-asp/asp-source,eng,Latn,asp_0011,asp
"The son did what the father told
him to do. Mudduawulira put
the suitcase on his head and
carried it.",5,CC-BY,Frista Nattabira,,en,0011_father-and-son.md,global-asp/asp-source,eng,Latn,asp_0011,asp
"On the way home, a snake
slithered out of the suitcase. It
landed on Mudduawulira's feet!",6,CC-BY,Frista Nattabira,,en,0011_father-and-son.md,global-asp/asp-source,eng,Latn,asp_0011,asp
"Father and son were both very
scared. Mudduawulira dropped
the suitcase. They ran away
very fast!",7,CC-BY,Frista Nattabira,,en,0011_father-and-son.md,global-asp/asp-source,eng,Latn,asp_0011,asp
"Mai searches for a film to watch. She wants to go to the cinema with her best friend, Lisa.",0,CC BY-NC-SA,Espen Stranger-Johannessen,,en,0011_going-to-the-cinema.md,global-asp/lida-source,eng,Latn,lida_0011,lida
Mai takes her scooter to the cinema. They have agreed to meet there.,1,CC BY-NC-SA,Espen Stranger-Johannessen,,en,0011_going-to-the-cinema.md,global-asp/lida-source,eng,Latn,lida_0011,lida
At the cinema they say hello. They are excited to see the film.,2,CC BY-NC-SA,Espen Stranger-Johannessen,,en,0011_going-to-the-cinema.md,global-asp/lida-source,eng,Latn,lida_0011,lida
Mai buys tickets for both of them at the ticket counter.,3,CC BY-NC-SA,Espen Stranger-Johannessen,,en,0011_going-to-the-cinema.md,global-asp/lida-source,eng,Latn,lida_0011,lida
She also buys a big bucket of popcorn.,4,CC BY-NC-SA,Espen Stranger-Johannessen,,en,0011_going-to-the-cinema.md,global-asp/lida-source,eng,Latn,lida_0011,lida
Lisa takes the popcorn while Mai buys two bottles of soda.,5,CC BY-NC-SA,Espen Stranger-Johannessen,,en,0011_going-to-the-cinema.md,global-asp/lida-source,eng,Latn,lida_0011,lida
They show their tickets before they go inside to watch the film.,6,CC BY-NC-SA,Espen Stranger-Johannessen,,en,0011_going-to-the-cinema.md,global-asp/lida-source,eng,Latn,lida_0011,lida
They look for their seats. It is dark because the film has already started.,7,CC BY-NC-SA,Espen Stranger-Johannessen,,en,0011_going-to-the-cinema.md,global-asp/lida-source,eng,Latn,lida_0011,lida
They sit down to watch the film.,8,CC BY-NC-SA,Espen Stranger-Johannessen,,en,0011_going-to-the-cinema.md,global-asp/lida-source,eng,Latn,lida_0011,lida
It is a romantic film. That is their favourite kind.,9,CC BY-NC-SA,Espen Stranger-Johannessen,,en,0011_going-to-the-cinema.md,global-asp/lida-source,eng,Latn,lida_0011,lida
After the film they say goodbye and go home.,10,CC BY-NC-SA,Espen Stranger-Johannessen,,en,0011_going-to-the-cinema.md,global-asp/lida-source,eng,Latn,lida_0011,lida
"Sister, sister, I wonder...

What do you wonder, little brother,

What do you wonder?

I wonder, I wonder,

Where the sun goes at night.

Where do you think, little brother,

Where do you think?

I think, I think...

Tell me, little brother,

What do you think?",0,CC-BY,Roopa Pai,,en,0011_sister-sister-where-does-the-sun-go-at-night.md,global-asp/pb-source,eng,Latn,pb_0011,pb
"I think

That maybe, a demon.

The terrible black demon

Of Darkness

Eats up the sun each night

For dinner.

See how the blue sky, at sunset,

Is stained red with his blood?",1,CC-BY,Roopa Pai,,en,0011_sister-sister-where-does-the-sun-go-at-night.md,global-asp/pb-source,eng,Latn,pb_0011,pb
"But the sun

The glorious brave shining golden sun

He fights the Darkness demon

All night, every night

And by morning,

He's whole again and back to rule.

That's where I think the sun goes at night.

Into the mouth of a monster

After a terrible fight.

I'm clever, aren't I, sister?",2,CC-BY,Roopa Pai,,en,0011_sister-sister-where-does-the-sun-go-at-night.md,global-asp/pb-source,eng,Latn,pb_0011,pb
"Oh yes you are, little brother, oh yes you are

And maybe you are right, too...

But in the books that I have read

That is not what they said.

Then what did they say, sister,

What did they say?

What do you think, little brother,

What do you think?

I think, I think...

Tell me, little brother, what do you think?",3,CC-BY,Roopa Pai,,en,0011_sister-sister-where-does-the-sun-go-at-night.md,global-asp/pb-source,eng,Latn,pb_0011,pb
"I think

That maybe, while it is night

Here on earth,

It is a glorious day in

The ocean's darkest depths.

And the mermaids come dancing out

Of their undersea caves

To frolic with the sharks.",4,CC-BY,Roopa Pai,,en,0011_sister-sister-where-does-the-sun-go-at-night.md,global-asp/pb-source,eng,Latn,pb_0011,pb
"We have seen it ourselves

When we went to Mumbai last summer.

Remember

How the sun lets go of the sky

Each evening at dusk

And slides soundlessly into the sea?

That's were I think the sun goes at night

To flood the underwater

With golden light.

I'm clever, aren't I sister?",5,CC-BY,Roopa Pai,,en,0011_sister-sister-where-does-the-sun-go-at-night.md,global-asp/pb-source,eng,Latn,pb_0011,pb
"Of course you are, little brother,

Of course you are

And maybe you are right, too...

But in the books that I have read

That is not what they said.

Then what did they say, sister,

What did they say?

What do you think, little brother,

What do you think?",6,CC-BY,Roopa Pai,,en,0011_sister-sister-where-does-the-sun-go-at-night.md,global-asp/pb-source,eng,Latn,pb_0011,pb
"I think, I think...

Tell me, little brother, what do you think?

I think

That maybe there is no mystery.

That maybe the sun is just like Father.

He goes home tired each night

After a long day

At work.",7,CC-BY,Roopa Pai,,en,0011_sister-sister-where-does-the-sun-go-at-night.md,global-asp/pb-source,eng,Latn,pb_0011,pb
"And his wife, like Mother,

Fusses over him, shushes the kids,

Covers him with a night-dark

blanket of stars,

And hopes his snoring

will not keep her awake all night.",8,CC-BY,Roopa Pai,,en,0011_sister-sister-where-does-the-sun-go-at-night.md,global-asp/pb-source,eng,Latn,pb_0011,pb
"And every morning, the sun

Shrugs off his star-blanket,

Paints the dawn sky red with his sleepy eyes

And gets back to work.

That's where I think the sun goes at night.

Home to bed until it is light.

I'm clever, aren't I, sister?",9,CC-BY,Roopa Pai,,en,0011_sister-sister-where-does-the-sun-go-at-night.md,global-asp/pb-source,eng,Latn,pb_0011,pb
"I know you are, little brother, I know you are,

And maybe you're right, too...

But in the books that I have read

That is not what they said.

Then what did they say, sister,

What did they say?

Come here, little brother,

I'll tell you what they said.

They said, they said...

Tell me, sister, what did they say?",10,CC-BY,Roopa Pai,,en,0011_sister-sister-where-does-the-sun-go-at-night.md,global-asp/pb-source,eng,Latn,pb_0011,pb
"They said

That the earth is like a ball

That the ball goes around the sun

Spinning like the red top

Mother got you from the Saturday market,

But slower.",11,CC-BY,Roopa Pai,,en,0011_sister-sister-where-does-the-sun-go-at-night.md,global-asp/pb-source,eng,Latn,pb_0011,pb
"And they said

Every spin of the earth

Is as long as a day

And a night.

I asked about the sun, sister,

I asked about the sun.

I am coming to that, little brother,

Be patient now.",12,CC-BY,Roopa Pai,,en,0011_sister-sister-where-does-the-sun-go-at-night.md,global-asp/pb-source,eng,Latn,pb_0011,pb
"They said

When our part of the earth

The half where we live

Is turned towards the sun

We have day.

And when the other half

Is turned towards the sun

And ours

Is turned away

We have night.",13,CC-BY,Roopa Pai,,en,0011_sister-sister-where-does-the-sun-go-at-night.md,global-asp/pb-source,eng,Latn,pb_0011,pb
"They said

That's where the sun goes at night

To bathe the other half in glorious light.

Can it be true, sister, can it be true?

I can't say, little brother, I can't say.

But in all the books that I have read

That is what they said.

FIND OUT MORE!

Where does the sun go at night?

The earth is a sphere that revolves around the sun, along with the seven other planets of the solar system. One revolution of the earth around the sun takes one calendar year.

While it is going around the sun, the earth also spins on its own axis. Each ‘spin' takes 24 hours, that is, a day and a night.

Whichever part of the earth is facing the sun has day. At the same time, the other half of the earth (the part turned away from the sun) has night. Then the earth slowly spins around and the half that was in darkness (that is, the half that was turned away from the sun) now faces the sun. So this half has day, and the other half, which turned away from the sun has night. So, in reality, the sun does not really go anywhere at night!

Try this experiment!

To understand how the earth's rotation causes day and night, try this simple exercise.

You need:

A small rubber ball

A big torch

Some felt pens

A friend

What to do:

Imagine that the rubber ball is the earth. Using the felt pens, draw the map of the world on the rubber ball. Now, imagine that the torch is the sun. Ask your friend to switch on the torch.

Place the ball (the earth) directly in the path of the torch beam (sunlight), so that India is facing the sun. Turn the ball around slowly. What do you see? When India is facing the sun, the Americas are in darkness.

As India begins to turn away from the sun, Europe and Africa come into the ‘sunlight'. Then, as the ‘earth' continues to turn, the Americas come into the light and India becomes dark.

Keep turning the ball till India faces the sun again. This is what happens every time the earth turns around on its axis. During each rotation, India (and every other place on earth) has one day and one night.",14,CC-BY,Roopa Pai,,en,0011_sister-sister-where-does-the-sun-go-at-night.md,global-asp/pb-source,eng,Latn,pb_0011,pb
Today is Vasant Panchami. My parents say it is the first day of spring. Spring is the season between winter and summer. It is called Vasant Ritu in Sanskrit.,0,CC-BY,"Mala Kumar, Manisha Chaudhry",,en,0012_everything-looks-new.md,global-asp/pb-source,eng,Latn,pb_0012,pb
"In many parts of India, people pray to the goddess of learning, music and art on this day. Many birds are sitting on the tree near my house. I think they are singing to me.",1,CC-BY,"Mala Kumar, Manisha Chaudhry",,en,0012_everything-looks-new.md,global-asp/pb-source,eng,Latn,pb_0012,pb
"The leaves on the tree are new and shiny. Just like my new frock. Amma is also wearing a yellow sari ― such a pretty colour ‘basanti', and such a pretty name!",2,CC-BY,"Mala Kumar, Manisha Chaudhry",,en,0012_everything-looks-new.md,global-asp/pb-source,eng,Latn,pb_0012,pb
"Grandpa wants me to plant a tree.

“But why?” I ask.

“So that you will have a friend to grow up with, Meenu,” he says. “Spring is a good season to start something new.”",3,CC-BY,"Mala Kumar, Manisha Chaudhry",,en,0012_everything-looks-new.md,global-asp/pb-source,eng,Latn,pb_0012,pb
We go to the garden. Grandpa and I dig a hole in the ground and plant a sapling. “How tall will it grow?” I ask him.,4,CC-BY,"Mala Kumar, Manisha Chaudhry",,en,0012_everything-looks-new.md,global-asp/pb-source,eng,Latn,pb_0012,pb
"""Wait and watch, dear Meenu!"" he says. The squirrels are chasing each other. Tingu, the cat, chases a squirrel. And I want to chase Tingu.",5,CC-BY,"Mala Kumar, Manisha Chaudhry",,en,0012_everything-looks-new.md,global-asp/pb-source,eng,Latn,pb_0012,pb
"The garden is full of flowers.

I like the yellow roses the best and Grandpa likes the white jasmine. There is a carpet of leaves under some trees.",6,CC-BY,"Mala Kumar, Manisha Chaudhry",,en,0012_everything-looks-new.md,global-asp/pb-source,eng,Latn,pb_0012,pb
"Many trees have flowers.

I like spring!

Everything looks so pretty in spring!",7,CC-BY,"Mala Kumar, Manisha Chaudhry",,en,0012_everything-looks-new.md,global-asp/pb-source,eng,Latn,pb_0012,pb
"Tomorrow is Holi. School is closed for two days. We have made a huge Holika with twigs, and pieces of wood.

Some of us went to the forest and brought tesu flowers. Manu put the flowers in a tank of water. The water has turned a bright orange!",8,CC-BY,"Mala Kumar, Manisha Chaudhry",,en,0012_everything-looks-new.md,global-asp/pb-source,eng,Latn,pb_0012,pb
"Tomorrow we will play Holi with the orange water. We will get gujia and puris to eat.

Spring is such a happy season. It is not cold, it is not hot, and it is not wet.

I can play all the time!",9,CC-BY,"Mala Kumar, Manisha Chaudhry",,en,0012_everything-looks-new.md,global-asp/pb-source,eng,Latn,pb_0012,pb
The alarm rings. It is time to get up.,0,CC BY-NC-SA,Espen Stranger-Johannessen,,en,0012_going-to-work.md,global-asp/lida-source,eng,Latn,lida_0012,lida
She gets up.,1,CC BY-NC-SA,Espen Stranger-Johannessen,,en,0012_going-to-work.md,global-asp/lida-source,eng,Latn,lida_0012,lida
She goes to the bathroom.,2,CC BY-NC-SA,Espen Stranger-Johannessen,,en,0012_going-to-work.md,global-asp/lida-source,eng,Latn,lida_0012,lida
She brushes her teeth.,3,CC BY-NC-SA,Espen Stranger-Johannessen,,en,0012_going-to-work.md,global-asp/lida-source,eng,Latn,lida_0012,lida
She rinses her mouth.,4,CC BY-NC-SA,Espen Stranger-Johannessen,,en,0012_going-to-work.md,global-asp/lida-source,eng,Latn,lida_0012,lida
She takes a shower and washes her hair.,5,CC BY-NC-SA,Espen Stranger-Johannessen,,en,0012_going-to-work.md,global-asp/lida-source,eng,Latn,lida_0012,lida
She dries herself with a towel.,6,CC BY-NC-SA,Espen Stranger-Johannessen,,en,0012_going-to-work.md,global-asp/lida-source,eng,Latn,lida_0012,lida
She gets dressed. She puts on a skirt and a blouse.,7,CC BY-NC-SA,Espen Stranger-Johannessen,,en,0012_going-to-work.md,global-asp/lida-source,eng,Latn,lida_0012,lida
She picks up her handbag.,8,CC BY-NC-SA,Espen Stranger-Johannessen,,en,0012_going-to-work.md,global-asp/lida-source,eng,Latn,lida_0012,lida
She takes her handbag and leaves for work.,9,CC BY-NC-SA,Espen Stranger-Johannessen,,en,0012_going-to-work.md,global-asp/lida-source,eng,Latn,lida_0012,lida
She walks to work.,10,CC BY-NC-SA,Espen Stranger-Johannessen,,en,0012_going-to-work.md,global-asp/lida-source,eng,Latn,lida_0012,lida
She arrives at work. She works in an office.,11,CC BY-NC-SA,Espen Stranger-Johannessen,,en,0012_going-to-work.md,global-asp/lida-source,eng,Latn,lida_0012,lida
"I live in a village in
Uganda called
Kiwangala.
It is a very nice village.",0,CC-BY,Wendy Parry,,en,0012_my-village.md,global-asp/asp-source,eng,Latn,asp_0012,asp
"The children in the village like to go
to school.
We like our teachers.",1,CC-BY,Wendy Parry,,en,0012_my-village.md,global-asp/asp-source,eng,Latn,asp_0012,asp
"We like to to read at school.
We like to count numbers.
1,2,3,4,5!",2,CC-BY,Wendy Parry,,en,0012_my-village.md,global-asp/asp-source,eng,Latn,asp_0012,asp
"We like to play with our friends. We
play like to kick the ball.",3,CC-BY,Wendy Parry,,en,0012_my-village.md,global-asp/asp-source,eng,Latn,asp_0012,asp
"We like to eat bananas in our
village.",4,CC-BY,Wendy Parry,,en,0012_my-village.md,global-asp/asp-source,eng,Latn,asp_0012,asp
We like to run after the pigs.,5,CC-BY,Wendy Parry,,en,0012_my-village.md,global-asp/asp-source,eng,Latn,asp_0012,asp
We like to play with our friends.,6,CC-BY,Wendy Parry,,en,0012_my-village.md,global-asp/asp-source,eng,Latn,asp_0012,asp
